NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT,STATUS_NIB_OSS,STATUS_NIB_CEISA,ID_CEISA,SOURCE
2697083868889.0,17.879.150.5-962.571,CV WACANA PERSERO TBK,Gg. Sadang Serang No. 9,AKTIF,AKTIF,C000714,OSS_CEISA
6093201265789.0,82.604.180.9-521.755,PD SIREGAR KUSWANDARI PERSERO TBK,Jl. Abdul Muis No. 9,AKTIF,AKTIF,C000715,OSS_CEISA
5177741274692.0,11.882.419.9-626.422,PT PRADIPTA TBK,Jalan Ahmad Yani No. 8,AKTIF,AKTIF,C000716,OSS_CEISA
9758917045421.0,85.457.056.8-209.225,PT PRANOWO ASTUTI,Jalan Sentot Alibasa No. 21,AKTIF,AKTIF,C000717,OSS_CEISA
900163564072.0,32.472.828.9-540.017,UD SUDIATI PERSERO TBK,Jalan Dipenogoro No. 882,AKTIF,AKTIF,C000718,OSS_CEISA
8224731261685.0,07.105.801.1-950.927,PD DONGORAN,Gg. Joyoboyo No. 78,AKTIF,AKTIF,C000719,OSS_CEISA
1526105370923.0,00.716.950.0-741.894,PD SAPTONO IRAWAN PERSERO TBK,Gg. Ciwastra No. 3,AKTIF,AKTIF,C000720,OSS_CEISA
4329876989365.0,29.447.161.9-827.348,PERUM WULANDARI HIDAYANTO TBK,Jalan M.T Haryono No. 38,AKTIF,AKTIF,C000721,OSS_CEISA
3104502589632.0,17.435.748.3-526.806,CV SAPTONO HALIMAH,Jalan Yos Sudarso No. 23,AKTIF,AKTIF,C000722,OSS_CEISA
8606739834488.0,38.425.364.6-280.550,PERUM SURYATMI PRANOWO PERSERO TBK,Gang Kendalsari No. 93,AKTIF,AKTIF,C000723,OSS_CEISA
7406579551562.0,39.209.085.5-107.409,PD LESTARI TBK,Gang Dipenogoro No. 146,AKTIF,AKTIF,C000724,OSS_CEISA
3111786190254.0,76.022.069.5-354.120,UD WIJAYANTI LATUPONO TBK,Gg. Rajiman No. 6,AKTIF,AKTIF,C000725,OSS_CEISA
2275950026015.0,15.325.947.9-507.407,PT PURWANTI SINAGA TBK,Gang Cempaka No. 64,AKTIF,AKTIF,C000726,OSS_CEISA
7327980595031.0,00.649.340.3-910.452,PD WASITA PERSERO TBK,Jl. Kendalsari No. 5,AKTIF,AKTIF,C000727,OSS_CEISA
3608941184913.0,59.928.553.5-952.056,UD THAMRIN,Jl. Siliwangi No. 3,AKTIF,AKTIF,C000728,OSS_CEISA
67990069680.0,18.677.403.7-842.339,UD ZULKARNAIN PERSERO TBK,Jl. Asia Afrika No. 1,AKTIF,AKTIF,C000729,OSS_CEISA
4953006776255.0,03.250.173.6-542.624,CV USAMAH,Gg. Gedebage Selatan No. 62,AKTIF,AKTIF,C000730,OSS_CEISA
7842902923345.0,11.009.060.5-308.868,PT NAMAGA,Gg. Kebonjati No. 4,AKTIF,AKTIF,C000731,OSS_CEISA
3021166732904.0,57.598.875.9-212.996,CV JANUAR SAPTONO TBK,Gang Dipatiukur No. 684,AKTIF,AKTIF,C000732,OSS_CEISA
2603362027558.0,21.477.092.0-711.523,PD WIJAYA,Gg. Merdeka No. 0,AKTIF,AKTIF,C000733,OSS_CEISA
2362192158189.0,70.591.611.8-638.558,UD SITORUS,Jl. Stasiun Wonokromo No. 379,AKTIF,AKTIF,C000734,OSS_CEISA
9597721688005.0,37.893.186.9-289.728,PT LAILASARI RAMADAN,Gang Jakarta No. 599,AKTIF,AKTIF,C000735,OSS_CEISA
5401822720028.0,39.482.322.0-414.474,UD YULIANTI PRAKASA TBK,Jalan Dr. Djunjunan No. 16,AKTIF,AKTIF,C000736,OSS_CEISA
2811659930202.0,03.042.322.7-752.135,PD LATUPONO FIRGANTORO,Jalan Medokan Ayu No. 7,AKTIF,AKTIF,C000737,OSS_CEISA
2811659930202.0,03.042.322.7-752.135,PD LATUPONO FIRGANTORO,Jalan Medokan Ayu No. 7,AKTIF,AKTIF,C000737,OSS_CEISA
281650646300.0,59.377.756.9-198.321,PD SIHOMBING,Gang Ahmad Yani No. 2,AKTIF,AKTIF,C000738,OSS_CEISA
2916174690298.0,31.043.841.9-662.291,PD HARIYAH PERSERO TBK,Jl. Ahmad Dahlan No. 7,AKTIF,AKTIF,C000739,OSS_CEISA
1670805685667.0,06.362.198.6-550.494,PT SARAGIH,Jl. Jayawijaya No. 51,AKTIF,AKTIF,C000740,OSS_CEISA
1670805685667.0,06.362.198.6-550.494,PT SARAGIH,Jl. Jayawijaya No. 51,AKTIF,AKTIF,C000740,OSS_CEISA
4076634933965.0,04.962.732.2-626.114,PERUM PRASETYO TBK,Gg. Peta No. 94,AKTIF,AKTIF,C000741,OSS_CEISA
4362585421880.0,87.991.962.3-419.964,PT RAHAYU MANGUNSONG,Gg. Jend. Sudirman No. 91,AKTIF,AKTIF,C000742,OSS_CEISA
3853247250583.0,33.430.311.5-876.054,PERUM WINARSIH TBK,Jl. Moch. Ramdan No. 192,AKTIF,AKTIF,C000743,OSS_CEISA
7694757694535.0,36.597.466.9-861.634,CV MELANI,Gang Raya Ujungberung No. 81,AKTIF,AKTIF,C000744,OSS_CEISA
1254508095948.0,15.269.255.9-664.721,UD NURDIYANTI TBK,Jl. KH Amin Jasuta No. 26,AKTIF,AKTIF,C000745,OSS_CEISA
742359142614.0,04.893.326.1-454.307,CV DONGORAN TBK,Gang Lembong No. 8,AKTIF,AKTIF,C000746,OSS_CEISA
3731008178522.0,11.587.184.5-235.426,UD NOVITASARI NABABAN PERSERO TBK,Jalan Soekarno Hatta No. 80,AKTIF,AKTIF,C000747,OSS_CEISA
7447017320865.0,23.777.296.6-563.370,UD UTAMI PERSERO TBK,Gang Rajiman No. 781,AKTIF,AKTIF,C000748,OSS_CEISA
4005278105580.0,00.272.214.2-573.160,PT ANDRIANI LAZUARDI,Jalan Raya Setiabudhi No. 843,AKTIF,AKTIF,C000749,OSS_CEISA
3913681720313.0,69.552.862.0-929.735,PD AGUSTINA,Jl. S. Parman No. 412,AKTIF,AKTIF,C000750,OSS_CEISA
5953322273938.0,99.204.573.5-323.661,CV USADA ADRIANSYAH TBK,Jalan Sadang Serang No. 91,AKTIF,AKTIF,C000751,OSS_CEISA
,71.823.601.0-712.615,UD RAHAYU UTAMI,Jl. Lembong No. 5,AKTIF,AKTIF,C000752,OSS_CEISA
8821764846735.0,74.223.322.2-801.944,PT WIBOWO TBK,Jalan Ahmad Yani No. 63,AKTIF,AKTIF,C000753,OSS_CEISA
5892225606295.0,35.063.731.1-804.674,UD ISWAHYUDI LESTARI TBK,Gang Medokan Ayu No. 2,AKTIF,AKTIF,C000754,OSS_CEISA
3075384185201.0,36.260.846.3-975.615,PD SITUMORANG YULIARTI,Gg. S. Parman No. 4,AKTIF,AKTIF,C000755,OSS_CEISA
7055491215164.0,11.955.640.9-196.939,PT LATUPONO PERSERO TBK,Gg. Kutai No. 59,AKTIF,AKTIF,C000756,OSS_CEISA
7875207020426.0,20.197.121.2-413.936,CV ANDRIANI,Gang H.J Maemunah No. 254,AKTIF,AKTIF,C000757,OSS_CEISA
7897609873126.0,77.319.227.6-075.988,PERUM PERMATA FUJIATI TBK,Gg. Soekarno Hatta No. 5,AKTIF,AKTIF,C000758,OSS_CEISA
8653394319165.0,43.089.523.1-202.191,PD ARYANI,Jalan Jamika No. 2,AKTIF,AKTIF,C000759,OSS_CEISA
576449747000.0,26.876.448.6-764.979,UD HABIBI ISWAHYUDI,Gg. Erlangga No. 27,AKTIF,AKTIF,C000760,OSS_CEISA
4163656045006.0,35.537.309.6-496.927,CV PRAKASA,Jalan Pacuan Kuda No. 850,AKTIF,AKTIF,C000761,OSS_CEISA
4163656045006.0,35.537.309.6-496.927,CV PRAKASA,Jalan Pacuan Kuda No. 850,AKTIF,AKTIF,C000761,OSS_CEISA
1195296353059.0,70.255.128.2-763.643,CV HALIMAH WINARSIH TBK,Jl. Sukajadi No. 526,AKTIF,AKTIF,C000762,OSS_CEISA
5948989596546.0,63.454.434.4-149.169,UD LESTARI,Jl. Moch. Toha No. 55,AKTIF,AKTIF,C000763,OSS_CEISA
9344974394640.0,88.223.095.8-629.739,PD NAINGGOLAN GUNAWAN,Gang Dipatiukur No. 62,AKTIF,AKTIF,C000764,OSS_CEISA
8941321097202.0,17.075.485.3-465.579,UD ANDRIANI,Gg. M.T Haryono No. 715,AKTIF,AKTIF,C000765,OSS_CEISA
2030044964612.0,93.900.251.2-137.565,PD ANGGRIAWAN LAKSITA TBK,Gg. W.R. Supratman No. 19,AKTIF,AKTIF,C000766,OSS_CEISA
9635957086199.0,31.458.434.5-663.113,PT NUGROHO TBK,Jl. Abdul Muis No. 94,AKTIF,AKTIF,C000767,OSS_CEISA
342362203347.0,42.463.104.3-796.868,UD GUNARTO MAHESWARA TBK,Jalan Kutisari Selatan No. 5,AKTIF,AKTIF,C000768,OSS_CEISA
852946902177.0,41.743.043.5-023.850,CV SIHOMBING TBK,Gg. Raya Ujungberung No. 09,AKTIF,AKTIF,C000769,OSS_CEISA
2894665275233.0,28.293.020.2-569.133,PT NASYIDAH KUSWOYO,Gg. Bangka Raya No. 57,AKTIF,AKTIF,C000770,OSS_CEISA
3033467711675.0,07.627.995.5-302.453,UD FIRGANTORO PERSERO TBK,Jalan Sadang Serang No. 4,AKTIF,AKTIF,C000771,OSS_CEISA
,02.847.190.1-722.240,PT NABABAN PERTIWI TBK,Jl. Soekarno Hatta No. 7,AKTIF,AKTIF,C000772,OSS_CEISA
764871775461.0,99.240.658.3-872.725,PERUM WACANA,Gang Abdul Muis No. 30,AKTIF,AKTIF,C000773,OSS_CEISA
1225909566844.0,82.373.379.1-212.110,PT PRASETYA PERSERO TBK,Jalan Cikutra Timur No. 4,AKTIF,AKTIF,C000774,OSS_CEISA
8780358690170.0,74.039.251.9-994.529,PD PUSPITA BUDIMAN TBK,Gang Cempaka No. 773,AKTIF,AKTIF,C000775,OSS_CEISA
1712227643387.0,22.054.221.6-265.496,PD PURWANTI,Jl. Ahmad Dahlan No. 44,AKTIF,AKTIF,C000776,OSS_CEISA
3083344470488.0,78.995.047.0-205.968,PERUM THAMRIN PRATIWI,Jalan Peta No. 7,AKTIF,AKTIF,C000777,OSS_CEISA
1953774926632.0,95.634.277.7-522.592,PT WIDODO,Jl. Joyoboyo No. 22,AKTIF,AKTIF,C000778,OSS_CEISA
6165812920592.0,29.411.563.0-295.596,UD TARIHORAN PERSERO TBK,Jalan Surapati No. 74,AKTIF,AKTIF,C000779,OSS_CEISA
6372629420661.0,54.980.851.3-313.800,PD YOLANDA PERSERO TBK,Gang Veteran No. 30,AKTIF,AKTIF,C000780,OSS_CEISA
9832112212154.0,81.582.686.8-764.019,PT SIMBOLON SURYATMI PERSERO TBK,Jalan Soekarno Hatta No. 968,AKTIF,AKTIF,C000781,OSS_CEISA
8548806442006.0,29.877.873.5-856.646,CV SINAGA MUSTOFA TBK,Jl. Joyoboyo No. 73,AKTIF,AKTIF,C000782,OSS_CEISA
1962342192622.0,13.204.104.2-948.314,CV PRASASTA TBK,Jl. Tebet Barat Dalam No. 87,AKTIF,AKTIF,C000783,OSS_CEISA
8911797269999.0,49.812.831.8-003.666,PD LAKSMIWATI,Gang Cihampelas No. 68,AKTIF,AKTIF,C000784,OSS_CEISA
2000532853863.0,10.505.243.8-380.582,CV UTAMA,Jalan Pacuan Kuda No. 34,AKTIF,AKTIF,C000785,OSS_CEISA
9299007686276.0,33.283.896.3-376.185,UD SIHOMBING TBK,Gang Ahmad Yani No. 90,AKTIF,AKTIF,C000786,OSS_CEISA
8626713684101.0,32.823.392.1-883.527,PERUM TARIHORAN TBK,Gg. Waringin No. 7,AKTIF,AKTIF,C000787,OSS_CEISA
8750677610659.0,20.881.431.9-279.761,UD UYAINAH PRADANA PERSERO TBK,Jalan Indragiri No. 458,AKTIF,AKTIF,C000788,OSS_CEISA
8159698384572.0,02.665.686.2-959.125,PERUM WAHYUDIN TBK,Gg. Jend. Sudirman No. 60,AKTIF,AKTIF,C000789,OSS_CEISA
3498992553946.0,07.429.907.4-729.669,UD SUDIATI LAZUARDI,Gang Erlangga No. 0,AKTIF,AKTIF,C000790,OSS_CEISA
1799670808974.0,74.859.946.4-183.984,PERUM HIDAYAT TBK,Gg. Ahmad Yani No. 3,AKTIF,AKTIF,C000791,OSS_CEISA
6734785369881.0,64.980.445.0-928.605,PT SUDIATI SANTOSO,Jl. Cikutra Timur No. 840,AKTIF,AKTIF,C000792,OSS_CEISA
1026270664890.0,08.248.458.1-308.898,PT NASYIAH HABIBI TBK,Gg. Gardujati No. 17,AKTIF,AKTIF,C000793,OSS_CEISA
574883997418.0,56.302.750.0-030.566,UD PURNAWATI ANGGRIAWAN TBK,Jalan Kutai No. 9,AKTIF,AKTIF,C000794,OSS_CEISA
9953056418493.0,78.467.908.7-018.726,CV SITOMPUL MAYASARI TBK,Gang Jayawijaya No. 548,AKTIF,AKTIF,C000795,OSS_CEISA
136510344442.0,99.067.456.8-652.406,PERUM HALIMAH TBK,Jl. Bangka Raya No. 4,AKTIF,AKTIF,C000796,OSS_CEISA
2155996725622.0,21.905.334.7-047.476,CV PRABOWO,Gang Ahmad Dahlan No. 14,AKTIF,AKTIF,C000797,OSS_CEISA
8455939652138.0,35.071.245.5-312.900,CV MANULLANG SURYATMI PERSERO TBK,Gang Pasteur No. 474,AKTIF,AKTIF,C000798,OSS_CEISA
6221173277264.0,88.395.855.8-522.942,UD ANGGRAINI PRATIWI TBK,Gg. Cikutra Barat No. 52,AKTIF,AKTIF,C000799,OSS_CEISA
2516185759171.0,05.080.549.1-477.447,UD DONGORAN TBK,Gang Stasiun Wonokromo No. 3,AKTIF,,,OSS_ONLY
5352478417159.0,49.734.493.0-537.880,CV MARPAUNG,Gang Cihampelas No. 6,AKTIF,,,OSS_ONLY
,08.788.281.5-278.730,PT HAKIM,Gang Cempaka No. 17,AKTIF,,,OSS_ONLY
8625152174653.0,53.780.189.1-567.344,PERUM PANGESTU PERSERO TBK,Gg. Joyoboyo No. 4,AKTIF,,,OSS_ONLY
7177629691433.0,62.999.466.4-509.999,CV NASHIRUDDIN SINAGA TBK,Gang Rumah Sakit No. 449,AKTIF,,,OSS_ONLY
108985739083.0,52.118.968.4-424.648,PT NURAINI HALIM TBK,Jalan S. Parman No. 87,AKTIF,,,OSS_ONLY
4997957285759.0,58.281.902.2-179.789,PERUM KUSUMO,Gg. Kendalsari No. 3,AKTIF,,,OSS_ONLY
2488397170598.0,44.514.367.2-868.112,PT NAJMUDIN TBK,Jalan Surapati No. 4,AKTIF,,,OSS_ONLY
388568119397.0,81.459.009.9-217.790,PD MARYADI TBK,Gang Suryakencana No. 3,AKTIF,,,OSS_ONLY
,07.053.260.1-193.910,CV JANUAR PERSERO TBK,Gg. Cikutra Timur No. 53,AKTIF,,,OSS_ONLY
8297425513609.0,08.581.810.4-502.437,CV THAMRIN DONGORAN,Jalan Sukabumi No. 736,AKTIF,,,OSS_ONLY
6158736627135.0,89.693.353.9-005.856,PERUM MAHESWARA ISWAHYUDI PERSERO TBK,Jl. Gedebage Selatan No. 95,AKTIF,,,OSS_ONLY
,55.116.436.9-028.377,PD RAJASA PERSERO TBK,Jl. Sukabumi No. 61,AKTIF,,,OSS_ONLY
7028966605342.0,81.644.161.0-197.535,PT YULIANTI YUNIAR,Jalan Pelajar Pejuang No. 5,AKTIF,,,OSS_ONLY
4640510388027.0,30.427.636.2-814.447,PERUM MANGUNSONG MANDALA,Jl. Kutisari Selatan No. 459,AKTIF,,,OSS_ONLY
8939530969067.0,64.909.228.8-498.745,CV UTAMA KUSUMO,Gg. Laswi No. 65,AKTIF,,,OSS_ONLY
,88.116.403.4-398.818,PD FIRMANSYAH,Jalan R.E Martadinata No. 98,AKTIF,,,OSS_ONLY
,04.130.909.1-538.602,PD HARYANTO,Gang Veteran No. 7,AKTIF,,,OSS_ONLY
6254204123190.0,57.720.441.0-079.419,CV SINAGA TBK,Gang Joyoboyo No. 238,AKTIF,,,OSS_ONLY
2453810979412.0,24.870.987.2-649.632,PERUM JAILANI PERSERO TBK,Jalan Kapten Muslihat No. 57,AKTIF,,,OSS_ONLY
5174224043261.0,18.900.346.8-616.307,PD USAMAH,Jl. Antapani Lama No. 032,AKTIF,,,OSS_ONLY
2867202009536.0,62.195.368.9-005.779,CV UTAMI TBK,Gg. Wonoayu No. 87,AKTIF,,,OSS_ONLY
17325900739.0,71.307.221.1-386.908,UD LAKSITA TBK,Gang Cikutra Timur No. 60,AKTIF,,,OSS_ONLY
1672210454617.0,19.281.707.4-436.023,CV SITUMORANG TBK,Jalan S. Parman No. 683,AKTIF,,,OSS_ONLY
4225216025239.0,41.209.447.7-269.032,PERUM NURAINI NOVITASARI,Jalan Ahmad Dahlan No. 521,AKTIF,,,OSS_ONLY
5513276179480.0,24.559.851.6-021.191,CV SETIAWAN HARDIANSYAH TBK,Gang Waringin No. 52,AKTIF,,,OSS_ONLY
8912686498647.0,86.862.376.0-088.447,PERUM RIYANTI HIDAYAT,Jalan Ir. H. Djuanda No. 23,AKTIF,,,OSS_ONLY
837819190749.0,92.164.006.9-836.923,UD HIDAYANTO PRASETYO,Gg. Gedebage Selatan No. 9,AKTIF,,,OSS_ONLY
3484864708213.0,98.654.622.0-212.372,PT NURDIYANTI,Gg. Moch. Ramdan No. 7,AKTIF,,,OSS_ONLY
5503300008863.0,46.739.190.0-889.911,UD SAPUTRA,Gang Gardujati No. 7,AKTIF,,,OSS_ONLY
1600916923273.0,79.897.906.0-854.818,PT SUARTINI,Gg. Bangka Raya No. 01,AKTIF,,,OSS_ONLY
7463000998433.0,61.137.118.1-519.854,UD HUTASOIT PERSERO TBK,Jalan Indragiri No. 39,AKTIF,,,OSS_ONLY
8294203401535.0,34.660.756.9-994.494,PERUM MARYATI WIDIASTUTI TBK,Jl. Joyoboyo No. 135,AKTIF,,,OSS_ONLY
6720108240281.0,82.238.794.0-262.085,PD UTAMI,Jl. Ahmad Yani No. 051,AKTIF,,,OSS_ONLY
1745273536423.0,57.004.129.1-828.518,UD PRAYOGA TBK,Gg. Erlangga No. 4,AKTIF,,,OSS_ONLY
6125590461007.0,92.304.660.0-128.382,CV MANDASARI PERSERO TBK,Jalan Raya Setiabudhi No. 11,AKTIF,,,OSS_ONLY
1012329615120.0,48.507.665.3-446.042,UD LAKSITA TAMPUBOLON,Gang Jamika No. 501,AKTIF,,,OSS_ONLY
7634601915305.0,73.472.435.8-617.682,PD SAFITRI HUTAGALUNG,Jl. Kutisari Selatan No. 6,AKTIF,,,OSS_ONLY
5127267086665.0,62.241.976.8-784.947,PD JAILANI SIHOMBING,Jalan Cempaka No. 382,AKTIF,,,OSS_ONLY
1290350061848.0,97.422.354.3-404.668,PD YULIARTI PRATAMA,Gg. Pacuan Kuda No. 977,AKTIF,,,OSS_ONLY
1215649525492.0,06.441.119.7-388.182,PERUM PRASTUTI WACANA,Gang Pasirkoja No. 55,AKTIF,,,OSS_ONLY
3063435948821.0,88.496.806.6-405.110,CV NASYIAH PERSERO TBK,Gang Dr. Djunjunan No. 3,AKTIF,,,OSS_ONLY
1254341230160.0,49.860.372.1-860.032,PD SAFITRI,Gang Cikutra Timur No. 087,AKTIF,,,OSS_ONLY
,03.471.317.1-978.601,UD PURNAWATI,Gg. Bangka Raya No. 2,AKTIF,,,OSS_ONLY
2590841947855.0,01.137.535.8-210.728,CV PURNAWATI TBK,Jalan Kendalsari No. 591,AKTIF,,,OSS_ONLY
7807279037161.0,60.881.972.2-399.647,CV RAHIMAH NUGROHO,Gg. Gedebage Selatan No. 11,AKTIF,,,OSS_ONLY
1837530768102.0,48.085.578.0-024.432,UD NAJMUDIN KUSWOYO,Jalan Bangka Raya No. 71,AKTIF,,,OSS_ONLY
6221690696857.0,46.706.751.6-913.952,UD HARTATI,Jalan Rungkut Industri No. 805,AKTIF,,,OSS_ONLY
5016426107033.0,50.842.431.9-839.248,PD SAMOSIR PERSERO TBK,Jl. Kebonjati No. 9,AKTIF,,,OSS_ONLY
8130041691053.0,02.151.675.8-646.339,PERUM WAHYUDIN PERTIWI,Jalan S. Parman No. 709,AKTIF,,,OSS_ONLY
3481105014764.0,27.896.157.3-855.128,CV RAHAYU PERSERO TBK,Jalan Rungkut Industri No. 957,AKTIF,,,OSS_ONLY
7751239597815.0,54.260.972.3-602.446,UD MEGANTARA PERMADI,Gg. Cihampelas No. 07,AKTIF,,,OSS_ONLY
4677205171073.0,08.715.647.8-370.317,PERUM YUNIAR PANGESTU TBK,Gg. Kiaracondong No. 66,AKTIF,,,OSS_ONLY
4380274148572.0,60.292.546.8-627.288,UD PURWANTI,Gang Yos Sudarso No. 08,AKTIF,,,OSS_ONLY
766420763271.0,35.386.762.5-923.868,UD HARDIANSYAH NASYIDAH,Gg. Sukajadi No. 580,AKTIF,,,OSS_ONLY
9060488693205.0,53.405.089.2-739.615,CV JANUAR,Jl. Raya Setiabudhi No. 373,AKTIF,,,OSS_ONLY
6405356707897.0,75.542.619.0-384.227,CV WAHYUNI,Gg. Moch. Ramdan No. 60,AKTIF,,,OSS_ONLY
6273202227111.0,75.769.171.6-204.298,PERUM UTAMI SARAGIH PERSERO TBK,Jalan Veteran No. 64,AKTIF,,,OSS_ONLY
1448698305216.0,90.392.202.6-980.142,PD MAHENDRA,Jl. Gardujati No. 712,AKTIF,,,OSS_ONLY
4710680177031.0,63.705.004.9-332.672,UD PURNAWATI TBK,Gg. Kiaracondong No. 873,AKTIF,,,OSS_ONLY
4693172947638.0,08.390.654.0-259.985,CV FIRGANTORO,Jl. Cikutra Timur No. 695,AKTIF,,,OSS_ONLY
9393272728129.0,16.350.496.0-266.765,CV SIMANJUNTAK GUNAWAN,Gg. Pasir Koja No. 573,AKTIF,,,OSS_ONLY
7284539749950.0,70.886.406.7-560.208,CV NASHIRUDDIN,Gang Astana Anyar No. 13,AKTIF,,,OSS_ONLY
1929022154390.0,44.890.932.2-533.320,PT HARYANTO,Jl. Raya Ujungberung No. 02,AKTIF,,,OSS_ONLY
3510255501935.0,45.036.988.8-439.333,PD PURNAWATI,Jl. Ahmad Yani No. 1,AKTIF,,,OSS_ONLY
4362962080598.0,31.244.129.0-759.659,PD PRAKASA ZULAIKA TBK,Gang Ronggowarsito No. 785,AKTIF,,,OSS_ONLY
123763177495.0,42.106.294.1-937.591,UD DAMANIK ASTUTI,Jl. Erlangga No. 83,AKTIF,,,OSS_ONLY
2671317536264.0,75.286.461.2-096.173,PD HARTATI HANDAYANI TBK,Gang Raya Ujungberung No. 6,AKTIF,,,OSS_ONLY
992845240321.0,15.355.051.4-321.914,PERUM UTAMA HARIYAH,Gang Lembong No. 27,AKTIF,,,OSS_ONLY
877972479254.0,22.188.345.8-192.048,CV PRATAMA,Gg. M.T Haryono No. 27,AKTIF,,,OSS_ONLY
7067693332998.0,65.159.025.7-846.408,PD PERMATA NAPITUPULU,Gang Rawamangun No. 275,AKTIF,,,OSS_ONLY
8588382567262.0,08.467.292.5-435.519,UD ISWAHYUDI,Jalan Jakarta No. 415,AKTIF,,,OSS_ONLY
2822250182562.0,47.286.394.2-012.234,UD JANUAR PERSERO TBK,Gg. Gedebage Selatan No. 9,AKTIF,,,OSS_ONLY
4992900966270.0,26.604.509.5-632.174,PT WIJAYANTI MAULANA,Jl. HOS. Cokroaminoto No. 76,AKTIF,,,OSS_ONLY
391019335389.0,22.247.119.3-600.608,PD DAMANIK LESTARI,Jalan Soekarno Hatta No. 229,AKTIF,,,OSS_ONLY
7705646160762.0,64.385.009.5-372.346,PT THAMRIN TBK,Jalan Siliwangi No. 38,AKTIF,,,OSS_ONLY
7623133610944.0,16.423.165.4-413.727,CV SAMOSIR,Gang Sadang Serang No. 471,AKTIF,,,OSS_ONLY
,04.617.551.8-870.179,UD WIBOWO,Gang Sukajadi No. 465,AKTIF,,,OSS_ONLY
2420248374441.0,72.345.653.8-694.790,UD PUSPASARI PERSERO TBK,Gang Ciwastra No. 15,AKTIF,,,OSS_ONLY
5485362689047.0,23.864.100.9-538.557,UD HARYANTO MANGUNSONG,Jl. Antapani Lama No. 0,AKTIF,,,OSS_ONLY
2164359900937.0,81.460.476.1-437.884,PT SURYATMI PERSERO TBK,Jl. Ciwastra No. 110,AKTIF,,,OSS_ONLY
3706618756467.0,26.368.154.1-858.990,PERUM NABABAN TBK,Jalan Waringin No. 90,AKTIF,,,OSS_ONLY
2772910845078.0,60.435.660.5-033.746,UD MEGANTARA NAMAGA,Jl. Kebonjati No. 532,AKTIF,,,OSS_ONLY
,22.667.941.9-087.886,CV ARYANI TBK,Jl. Suryakencana No. 4,AKTIF,,,OSS_ONLY
3859067396342.0,89.876.055.0-492.217,PT SAFITRI TBK,Jalan Tebet Barat Dalam No. 595,AKTIF,,,OSS_ONLY
4861867066320.0,16.290.739.9-289.198,UD MANDASARI SALAHUDIN TBK,Jl. Kutai No. 056,AKTIF,,,OSS_ONLY
7182653371708.0,64.942.694.2-039.831,CV MEGANTARA WINARNO TBK,Gg. Sukabumi No. 2,AKTIF,,,OSS_ONLY
5490145996706.0,92.195.873.0-549.824,CV KUSWOYO BUDIYANTO,Jalan Pasteur No. 30,AKTIF,,,OSS_ONLY
8843021781678.0,06.643.158.9-016.492,CV LAKSITA SUDIATI,Gang Jamika No. 05,AKTIF,,,OSS_ONLY
1503701709264.0,07.030.880.8-172.628,CV MARYATI LAILASARI,Gang Antapani Lama No. 25,AKTIF,,,OSS_ONLY
9682448500728.0,89.592.741.1-680.691,PERUM SURYONO SIREGAR,Gg. Ahmad Yani No. 10,AKTIF,,,OSS_ONLY
1276620808203.0,91.702.634.4-435.962,UD USADA KUSMAWATI,Gang Kebonjati No. 593,AKTIF,,,OSS_ONLY
5870120424253.0,69.091.237.5-302.849,PERUM KUSWOYO TBK,Jalan Ahmad Dahlan No. 79,AKTIF,,,OSS_ONLY
6039670243652.0,40.553.648.1-875.403,UD HALIM KUSMAWATI,Jl. Raya Ujungberung No. 97,AKTIF,,,OSS_ONLY
4882159773854.0,66.232.360.6-679.986,CV RIYANTI SUARTINI,Jalan Kebonjati No. 8,AKTIF,,,OSS_ONLY
9125949722042.0,98.622.699.2-066.617,CV MEGANTARA TBK,Gg. Ciwastra No. 72,AKTIF,,,OSS_ONLY
2356999299833.0,58.768.877.7-925.604,PT SAEFULLAH TBK,Gg. Peta No. 925,AKTIF,,,OSS_ONLY
3482084931539.0,83.912.260.0-014.407,CV SIHOTANG TBK,Gang Suniaraja No. 590,AKTIF,,,OSS_ONLY
2914304913410.0,38.975.287.2-099.865,CV MANDASARI,Jl. Jakarta No. 823,AKTIF,,,OSS_ONLY
4224059208235.0,30.976.691.9-489.629,PT LAILASARI TBK,Gang Jakarta No. 1,AKTIF,,,OSS_ONLY
5682017530796.0,61.869.572.4-043.474,PT YULIARTI ZULAIKA,Jl. Ronggowarsito No. 033,AKTIF,,,OSS_ONLY
2531379561007.0,77.321.750.3-619.202,PT MELANI SIREGAR TBK,Jalan Cihampelas No. 903,AKTIF,,,OSS_ONLY
9991938733703.0,42.444.748.9-047.607,PERUM MARBUN TBK,Jl. Medokan Ayu No. 9,AKTIF,,,OSS_ONLY
6235107651917.0,08.517.328.9-514.563,CV SUDIATI RAJASA,Gg. Pasirkoja No. 14,AKTIF,,,OSS_ONLY
918580558115.0,74.496.539.1-607.700,CV KUSUMO GUNARTO,Jl. Kiaracondong No. 4,AKTIF,,,OSS_ONLY
930454184039.0,82.218.039.6-620.385,PERUM RAMADAN PRATAMA,Jalan Lembong No. 537,AKTIF,,,OSS_ONLY
4078802652951.0,64.693.335.6-230.397,PD PURWANTI RIYANTI TBK,Jl. Abdul Muis No. 900,AKTIF,,,OSS_ONLY
,92.019.918.4-311.326,PT HABIBI UWAIS,Gg. Soekarno Hatta No. 460,AKTIF,,,OSS_ONLY
